timestamp,open,high,low,close,volume,trade_count,vwap
2023-11-10 05:00:00+00:00,109.51,109.725,108.165,108.98,24367.0,679.0,108.747219
2023-11-13 05:00:00+00:00,108.96,108.96,107.375,107.41,28493.0,912.0,107.778833
2023-11-14 05:00:00+00:00,108.89,111.16,108.39,110.71,70175.0,1556.0,110.531123
2023-11-15 05:00:00+00:00,111.4,111.85,110.935,111.31,37381.0,950.0,111.429315
2023-11-16 05:00:00+00:00,110.38,110.84,108.235,109.91,32742.0,974.0,109.150693
2023-11-17 05:00:00+00:00,111.23,112.06,110.69,110.945,55474.0,1761.0,111.349138
2023-11-20 05:00:00+00:00,111.8,112.59,111.49,111.86,35244.0,1424.0,111.956817
2023-11-21 05:00:00+00:00,111.525,113.49,111.525,112.69,31189.0,1185.0,112.851316
2023-11-22 05:00:00+00:00,111.89,113.06,111.89,112.7,28497.0,779.0,112.485356
2023-11-24 05:00:00+00:00,112.755,112.755,111.24,111.48,13416.0,439.0,111.56377
2023-11-27 05:00:00+00:00,111.875,115.38,111.875,115.26,40807.0,959.0,114.163212
2023-11-28 05:00:00+00:00,115.03,116.43,113.9,114.19,57756.0,1462.0,114.815173
2023-11-29 05:00:00+00:00,114.405,115.5,113.55,115.5,35739.0,1235.0,114.648485
2023-11-30 05:00:00+00:00,115.96,119.355,115.555,119.13,39180.0,1080.0,118.094577
2023-12-01 05:00:00+00:00,119.93,120.6,118.975,119.8,45915.0,1243.0,119.997632
2023-12-04 05:00:00+00:00,117.85,120.27,117.58,118.73,34412.0,1029.0,119.38594
2023-12-05 05:00:00+00:00,118.15,118.15,115.51,116.65,62730.0,1597.0,116.79131
2023-12-06 05:00:00+00:00,115.785,117.68,113.61,113.61,46295.0,1332.0,115.148357
2023-12-07 05:00:00+00:00,113.68,114.45,112.43,114.42,41790.0,1224.0,113.630253
2023-12-08 05:00:00+00:00,114.43,115.53,113.12,113.145,34534.0,1042.0,113.831786
2023-12-11 05:00:00+00:00,112.29,114.945,111.96,114.76,74038.0,1682.0,114.418192
2023-12-12 05:00:00+00:00,114.365,114.365,111.98,113.73,54408.0,1424.0,113.327524
2023-12-13 05:00:00+00:00,113.89,116.36,111.63,115.39,62571.0,1518.0,114.381537
2023-12-14 05:00:00+00:00,116.445,119.235,116.14,119.09,80501.0,1792.0,118.308377
2023-12-15 05:00:00+00:00,119.37,127.69,119.285,124.54,98666.0,2543.0,125.118285
2023-12-18 05:00:00+00:00,128.57,128.57,121.905,122.14,73003.0,1735.0,124.837815
2023-12-19 05:00:00+00:00,121.15,123.75,121.15,123.31,49391.0,1375.0,122.895743
2023-12-20 05:00:00+00:00,122.75,123.8,120.18,120.23,25140.0,842.0,121.967116
2023-12-21 05:00:00+00:00,121.3,121.3,120.08,120.2,19469.0,901.0,120.367108
2023-12-22 05:00:00+00:00,120.91,122.3,120.32,121.88,23627.0,778.0,121.612309
2023-12-26 05:00:00+00:00,122.22,122.27,121.29,121.3,10649.0,387.0,121.694646
2023-12-27 05:00:00+00:00,121.4,121.93,120.765,120.94,11990.0,538.0,121.223291
2023-12-28 05:00:00+00:00,120.35,120.67,118.8,119.09,17423.0,550.0,119.605064
2023-12-29 05:00:00+00:00,118.7,118.7,117.74,118.14,29397.0,752.0,118.033731
2024-01-02 05:00:00+00:00,118.0,120.49,117.85,118.91,35933.0,930.0,119.003831
2024-01-03 05:00:00+00:00,117.37,121.36,116.54,119.11,51377.0,1301.0,119.420003
2024-01-04 05:00:00+00:00,119.195,119.7,116.35,116.5,43952.0,1461.0,117.58341
2024-01-05 05:00:00+00:00,116.25,117.87,115.44,116.19,21781.0,715.0,116.421858
2024-01-08 05:00:00+00:00,115.54,117.29,113.77,117.0,31749.0,1209.0,115.398075
2024-01-09 05:00:00+00:00,116.49,116.49,112.79,113.02,43495.0,1253.0,113.746181
2024-01-10 05:00:00+00:00,113.1,113.59,112.375,112.79,27687.0,811.0,112.905054
2024-01-11 05:00:00+00:00,112.62,113.475,111.145,113.08,56462.0,1172.0,112.297032
2024-01-12 05:00:00+00:00,114.305,115.045,112.575,113.19,31001.0,797.0,113.358626
2024-01-16 05:00:00+00:00,112.88,113.3,111.52,111.59,34400.0,1131.0,112.127865
2024-01-17 05:00:00+00:00,110.12,113.155,109.995,112.31,62830.0,1631.0,112.438488
2024-01-18 05:00:00+00:00,112.945,113.75,111.59,112.67,25172.0,705.0,112.420434
2024-01-19 05:00:00+00:00,112.23,113.17,111.4,112.86,26686.0,872.0,112.408579
2024-01-22 05:00:00+00:00,112.545,115.53,112.29,115.45,44476.0,946.0,114.791122
2024-01-23 05:00:00+00:00,117.095,117.42,115.5,116.13,79842.0,1580.0,116.37605
2024-01-24 05:00:00+00:00,110.31,118.35,110.31,116.54,97196.0,2146.0,116.553671
