timestamp,open,high,low,close,volume,trade_count,vwap
2023-11-10 05:00:00+00:00,4.49,4.515,4.425,4.455,60498.0,1069.0,4.451029
2023-11-13 05:00:00+00:00,4.8,4.855,4.72,4.72,44298.0,266.0,4.754073
2023-11-14 05:00:00+00:00,5.16,5.465,5.12,5.4,138283.0,787.0,5.368363
2023-11-15 05:00:00+00:00,5.445,5.455,5.325,5.365,79562.0,530.0,5.388701
2023-11-16 05:00:00+00:00,5.34,5.59,5.33,5.455,133980.0,839.0,5.468066
2023-11-17 05:00:00+00:00,5.51,5.52,5.39,5.43,45316.0,379.0,5.434257
2023-11-20 05:00:00+00:00,5.42,5.52,5.415,5.5,56627.0,584.0,5.483059
2023-11-21 05:00:00+00:00,5.65,5.78,5.65,5.705,69548.0,426.0,5.72064
2023-11-22 05:00:00+00:00,5.755,5.78,5.63,5.73,58883.0,1748.0,5.7001
2023-11-24 05:00:00+00:00,5.73,5.845,5.715,5.765,37455.0,343.0,5.778703
2023-11-27 05:00:00+00:00,5.91,5.945,5.81,5.915,36187.0,352.0,5.903196
2023-11-28 05:00:00+00:00,6.065,6.225,6.045,6.22,51026.0,356.0,6.166701
2023-11-29 05:00:00+00:00,6.17,6.315,6.145,6.265,62195.0,347.0,6.263606
2023-11-30 05:00:00+00:00,6.07,6.25,6.065,6.25,37037.0,282.0,6.207568
2023-12-01 05:00:00+00:00,6.2,6.335,6.19,6.295,143171.0,692.0,6.299971
2023-12-04 05:00:00+00:00,6.12,6.16,6.0,6.09,100078.0,536.0,6.069363
2023-12-05 05:00:00+00:00,6.03,6.06,5.89,5.975,176552.0,1066.0,5.968164
2023-12-06 05:00:00+00:00,6.02,6.16,5.97,6.01,52068.0,326.0,6.047675
2023-12-07 05:00:00+00:00,5.98,5.995,5.89,5.965,45256.0,336.0,5.946873
2023-12-08 05:00:00+00:00,5.81,5.955,5.8,5.92,53004.0,497.0,5.898564
2023-12-11 05:00:00+00:00,5.88,6.11,5.88,6.1,59394.0,825.0,6.06147
2023-12-12 05:00:00+00:00,5.635,5.675,5.41,5.565,177750.0,1104.0,5.513963
2023-12-13 05:00:00+00:00,5.45,5.895,5.45,5.895,77948.0,543.0,5.711234
2023-12-14 05:00:00+00:00,6.27,6.36,5.99,6.09,76200.0,690.0,6.094189
2023-12-15 05:00:00+00:00,6.06,6.11,5.985,6.035,75139.0,553.0,6.051538
2023-12-18 05:00:00+00:00,5.995,5.995,5.86,5.955,41070.0,369.0,5.933515
2023-12-19 05:00:00+00:00,6.15,6.45,6.13,6.315,93263.0,750.0,6.355629
2023-12-20 05:00:00+00:00,6.32,6.36,6.18,6.18,104858.0,703.0,6.246649
2023-12-21 05:00:00+00:00,6.32,6.365,6.26,6.29,43472.0,311.0,6.302632
2023-12-22 05:00:00+00:00,6.525,6.575,6.3,6.305,26919.0,225.0,6.366589
2023-12-26 05:00:00+00:00,6.365,6.365,6.235,6.305,65456.0,413.0,6.273611
2023-12-27 05:00:00+00:00,6.435,6.51,6.34,6.35,38842.0,387.0,6.394624
2023-12-28 05:00:00+00:00,6.355,6.355,6.12,6.13,76799.0,566.0,6.220709
2023-12-29 05:00:00+00:00,6.18,6.205,6.08,6.155,69483.0,541.0,6.146274
2024-01-02 05:00:00+00:00,6.29,6.335,6.065,6.09,80412.0,615.0,6.121846
2024-01-03 05:00:00+00:00,5.89,6.01,5.875,5.945,71803.0,649.0,5.947842
2024-01-04 05:00:00+00:00,5.965,6.075,5.915,5.97,115346.0,751.0,5.982036
2024-01-05 05:00:00+00:00,5.93,6.045,5.84,5.885,88692.0,602.0,5.92876
2024-01-08 05:00:00+00:00,5.77,5.88,5.75,5.845,39532.0,352.0,5.840063
2024-01-09 05:00:00+00:00,5.84,5.84,5.625,5.67,174479.0,1368.0,5.720093
2024-01-10 05:00:00+00:00,5.68,5.715,5.6,5.68,53236.0,352.0,5.671981
2024-01-11 05:00:00+00:00,5.61,5.67,5.54,5.61,63459.0,503.0,5.591029
2024-01-12 05:00:00+00:00,6.03,6.05,5.85,5.88,32252.0,336.0,5.932346
2024-01-16 05:00:00+00:00,5.75,5.78,5.66,5.69,57009.0,488.0,5.701334
2024-01-17 05:00:00+00:00,5.47,5.595,5.41,5.555,100057.0,671.0,5.512667
2024-01-18 05:00:00+00:00,5.55,5.595,5.47,5.505,96228.0,729.0,5.52186
2024-01-19 05:00:00+00:00,5.575,5.655,5.53,5.635,50461.0,923.0,5.622753
2024-01-22 05:00:00+00:00,5.56,5.62,5.56,5.595,36087.0,329.0,5.593751
2024-01-23 05:00:00+00:00,5.65,5.76,5.605,5.75,79610.0,694.0,5.707557
2024-01-24 05:00:00+00:00,6.07,6.07,5.7,5.73,57058.0,768.0,5.803478
2024-01-25 05:00:00+00:00,6.145,6.35,6.145,6.22,51708.0,428.0,6.258773
2024-01-26 05:00:00+00:00,6.335,6.41,6.27,6.285,43984.0,326.0,6.303476
2024-01-29 05:00:00+00:00,6.305,6.33,6.21,6.28,141494.0,644.0,6.266604
2024-01-30 05:00:00+00:00,6.435,6.435,6.03,6.1,146653.0,984.0,6.099628
2024-01-31 05:00:00+00:00,6.215,6.38,6.15,6.185,297276.0,1538.0,6.221332
2024-02-01 05:00:00+00:00,6.35,6.755,6.33,6.7,226351.0,1004.0,6.612503
2024-02-02 05:00:00+00:00,6.35,6.405,6.265,6.39,171032.0,1411.0,6.337784
